Temperature,Dew Point,Relative Humidity,Heat Index,Wind Speed,Precipitation,Visibility,Cloud Cover,month,year,season,is_festival,is_extreme_heat,temp_anomaly
25.72,21.61,78.38,32.22,7,0,6.2,56,6,2016,3,0,0,-1.44
30.22,21.22,58.87,34.17,11.2,0,6.2,50,6,2016,3,0,0,3.06
26.78,21,71.37,32.39,13.7,0,5.6,66.6,6,2016,3,0,0,-0.38
26.44,20.89,72.17,32.61,11.4,0,6.2,64.8,6,2016,3,0,0,-0.72
27.5,20.56,66.87,32,16.9,0.23,6.2,76.6,6,2016,3,0,0,0.34
24.83,20.67,77.79,25.65,13.7,0,6.2,64.9,6,2016,3,0,0,-2.33
28.72,20.33,60.87,32,11.4,0,6.2,61.1,6,2016,3,0,0,1.56
27.39,21.22,69.64,33.28,11.4,0,6.2,58.6,6,2016,3,0,0,0.23
28.56,21.33,65.5,31.22,9.2,0,6.2,64.8,6,2016,3,0,0,1.4
25.72,21.17,76.39,29.28,9.2,0,5.3,79.6,6,2016,3,0,0,-1.44
28.94,21.67,65.37,33.28,9.2,0.03,5.7,68.2,6,2016,3,0,0,1.78
27.06,20.72,69.1,31.89,15.9,0.16,6.2,76.4,6,2016,3,0,0,-0.1
24.33,20.5,79.23,24.87,13.8,0,5.6,64.4,6,2016,3,0,0,-2.83
25.78,21.56,77.63,27.19,11.4,0,5.6,69.9,6,2016,3,0,0,-1.38
23.94,19.78,77.67,24.44,11.4,0,6.2,69.8,6,2016,3,0,0,-3.22
28.28,19.33,58.47,31.78,17.1,0,6.2,58.7,6,2016,3,0,0,1.12
27.11,19.78,64.88,30.78,13.9,0,6.2,62.4,6,2016,3,0,0,-0.05
25.83,21.06,75.51,28.56,17,0.04,5,55,6,2016,3,0,0,-1.33
24.61,20.17,76.63,28.33,18.1,0.04,5.3,69.8,6,2016,3,0,0,-2.55
25.11,21.33,79.88,29.17,13.9,0.24,5.5,67.8,6,2016,3,0,0,-2.05
26.33,19.39,66.35,30.22,15.9,0.02,6.2,59.9,6,2016,3,0,0,-0.83
25.44,18.67,66.78,29.22,18.1,0,6.2,60.3,6,2016,3,0,0,-1.72
29.28,18.17,51.35,30.89,14,0,6.2,52.5,6,2016,3,0,0,2.12
23.56,19.39,77.72,23.98,16.1,0,6.2,54.3,6,2016,3,0,0,-3.6
27.5,19.28,61.04,30.22,18.3,0,6.2,63.6,6,2016,3,0,0,0.34
26,19.78,69.24,29.78,15,0,5.9,90.3,6,2016,3,0,0,-1.16
27.5,19.06,60.01,29.22,5.9,0,6.2,89.2,6,2016,3,0,0,0.34
25.06,19.56,71.89,26.05,11.4,0,6.2,69.7,6,2016,3,0,0,-2.1
27.56,18.72,58.68,29.17,13.8,0,6.2,61.6,6,2016,3,0,0,0.4
26.5,19.39,65.98,30.17,11.5,0,5.9,64.3,6,2016,3,0,0,-0.66
24.44,19.72,76.19,29.17,11.4,0,5.5,72.3,6,2016,3,0,0,-2.72
26.61,20.28,68.36,28.72,11.3,0,6.2,67.4,6,2016,3,0,0,-0.55
22.56,20.11,86.11,21.81,13.9,0,6.2,69.8,6,2016,3,0,0,-4.6
25.5,20.06,72.21,28.28,17.1,0,6.1,64.5,6,2016,3,0,0,-1.66
25.61,20,71.23,28.83,13.8,0,6.2,66.5,6,2016,3,0,0,-1.55
23.94,20.56,81.37,24.19,8.1,0,6.2,89.5,6,2016,3,0,0,-3.22
21.83,19.72,88.26,20.55,11.5,0.01,5.5,91.8,6,2016,3,0,0,-5.33
24.22,19.67,75.69,24.89,16,0,4.9,73.7,6,2016,3,0,0,-2.94
25,19.33,71.55,28.78,19.5,0.04,5.8,76.2,6,2016,3,0,0,-2.16
23.56,19,75.94,24.12,18.2,0,6.2,70.4,6,2016,3,0,0,-3.6
22.83,19.28,80.92,22.85,17.1,0.08,4.6,94.2,6,2016,3,0,0,-4.33
22.06,18.83,82.19,21.9,13.9,0,6.2,55.9,6,2016,3,0,0,-5.1
26.56,19.22,64.28,29.17,16.2,0,6.2,61,6,2016,3,0,0,-0.6
24.33,19.72,75.95,29.56,22.7,0.31,5.4,79.8,6,2016,3,0,0,-2.83
24.33,20.78,80.61,24.8,11.8,0,6.1,94,6,2016,3,0,0,-2.83
22.61,20.61,88.68,21.46,11.5,0,3.7,94.2,6,2016,3,0,0,-4.55
25.28,21.22,78.33,26.35,16.2,0,5.5,70.6,6,2016,3,0,0,-1.88
22.44,20.22,87.8,21.38,17.3,0.08,4.5,97.6,6,2016,3,0,0,-4.72
24,20.33,80.44,24.33,20.2,0,4.5,87.9,6,2016,3,0,0,-3.16
24.78,20.33,76.42,25.61,17.4,0,6.2,97.3,6,2016,3,0,0,-2.38
22.83,19.94,83.99,22.45,17.5,0,6.2,69.8,7,2016,2,0,0,-3.2
26.72,19.89,66.55,29.56,20.5,0,5.7,66.6,7,2016,2,0,0,0.69
26.5,19.78,67.29,30.72,20.9,0,6.2,62.4,7,2016,2,0,0,0.47
28.17,18,54.48,29.39,17.6,0,6.2,55,7,2016,2,0,0,2.14
24.39,20.17,77.71,25.02,17.3,0,5.3,67.4,7,2016,2,0,0,-1.64
26.72,19.72,65.52,28.5,17.2,0,6.2,80.9,7,2016,2,0,0,0.69
25.11,20.44,75.58,28.83,17.2,0,5.8,61.9,7,2016,2,0,0,-0.92
24.83,20.22,75.84,28.78,17.3,0,5,90.6,7,2016,2,0,0,-1.2
26.72,20.28,67.87,28.67,16.1,0,6.2,94.1,7,2016,2,0,0,0.69
23,20.44,85.44,22.47,11.6,0,4.3,74.7,7,2016,2,0,0,-3.03
24.56,20.94,80.8,28.83,13.9,0.28,4.8,74.9,7,2016,2,0,0,-1.47
25.17,20,73.56,28.78,17.3,0,5.7,87.7,7,2016,2,0,0,-0.86
26.11,20.06,69.44,27.43,17.2,0,6.2,74.2,7,2016,2,0,0,0.08
22.83,20.28,85.79,22.2,16.2,0,4.3,84.8,7,2016,2,0,0,-3.2
25.33,20.56,74.77,26.42,18.2,0,6.2,64.1,7,2016,2,0,0,-0.7
23.22,19.44,79.9,23.39,23,0.01,4.6,92,7,2016,2,0,0,-2.81
24.33,19.33,74.47,28.17,23,0,5.5,78.4,7,2016,2,0,0,-1.7
26.22,17.72,59.7,28.78,23,0,6.2,75,7,2016,2,0,0,0.19
23.17,18.67,75.98,23.73,17.6,0,4.3,74.9,7,2016,2,0,0,-2.86
26.56,17.72,58.64,28.83,23,0,5.7,67,7,2016,2,0,0,0.53
25.72,18.17,63.78,28.83,23,0,6.2,64.3,7,2016,2,0,0,-0.31
25.56,18.56,65.27,26.6,17.4,0,3.7,93.3,7,2016,2,0,0,-0.47
24,18.83,73.39,24.76,17.3,0,6.2,67.3,7,2016,2,0,0,-2.03
27.11,18.28,58.66,29.78,18.3,0,6.2,63.2,7,2016,2,0,0,1.08
27.33,18.72,60.42,31.22,13.9,0,6.2,59.8,7,2016,2,0,0,1.3
26.17,19.33,66.53,29.61,9.2,0,6.2,51.8,7,2016,2,0,0,0.14
28.89,19.33,56.43,30.61,5.9,0,6.2,85.7,7,2016,2,0,0,2.86
22.56,19.78,84.18,22.1,9.2,0,4.4,88.8,7,2016,2,0,0,-3.47
27.56,19.67,62.35,31.72,9.1,0,6.2,63.5,7,2016,2,0,0,1.53
25.61,20.5,73.98,29.61,9.1,0,5.7,74.7,7,2016,2,0,0,-0.42
27.39,20.56,66.72,29.22,9.1,0,6.2,69.8,7,2016,2,0,0,1.36
24.22,19.11,73.15,25.01,11.3,0,6.1,63.3,7,2016,2,0,0,-1.81
27.11,18.78,60.44,29.17,11.3,0,6.2,60.5,7,2016,2,0,0,1.08
25.5,18.5,65.91,28.83,11.5,0,5.8,77.1,7,2016,2,0,0,-0.53
25.39,19.22,69.4,29.17,13.8,0,6,74.6,7,2016,2,0,0,-0.64
25.67,19.33,69.09,28.28,11.5,0.78,4.4,91.7,7,2016,2,0,0,-0.36
22.5,18.94,80.68,22.54,14.9,0,6.2,65.1,7,2016,2,0,0,-3.53
25.78,19.11,66.93,29.17,16.1,0.01,6.2,62.8,7,2016,2,0,0,-0.25
23.39,18.83,75.65,23.97,17.1,0,5.8,88.9,7,2016,2,0,0,-2.64
22.67,19.56,82.53,22.46,11.6,0.02,5.5,94.2,7,2016,2,0,0,-3.36
23.17,18.67,75.98,23.73,13.9,0,4.9,72.2,7,2016,2,0,0,-2.86
25.67,18.89,66.46,27.89,11.5,0,6.2,73.5,7,2016,2,0,0,-0.36
25.33,20,73.01,28.44,13.3,0,5.8,69.6,7,2016,2,0,0,-0.7
25.56,20.39,74.02,31.22,9.2,0,6.2,61.6,7,2016,2,0,0,-0.47
29,19.89,58.18,31.5,9.1,0,6.2,62.4,7,2016,2,0,0,2.97
23.39,20.22,82.87,23.3,9.1,0,5.5,65.8,7,2016,2,0,0,-2.64
26.22,20.44,70.94,29.61,9,0,5.3,63.9,7,2016,2,0,0,0.19
26.28,20.56,71.61,30.72,9.1,0,5.7,63.9,7,2016,2,0,0,0.25
28,20.72,64.97,30.67,9,0,6.1,55.8,7,2016,2,0,0,1.97
23.06,20.17,84.09,22.72,9,0,6.1,82.4,7,2016,2,0,0,-2.97
26.78,20.5,68.49,29.56,6.9,0,6.2,63.8,7,2016,2,0,0,0.75
21.78,20.11,90.61,20,9.3,0.04,4.7,92.6,7,2016,2,0,0,-4.25
24.5,19.44,74.05,25.3,14.9,0,6,70.6,7,2016,2,0,0,-1.53
21.17,19.56,90.65,19.29,11.4,0.12,4.6,93.5,7,2016,2,0,0,-4.86
21.33,19.83,91.28,19.31,13.9,0,5.5,89.2,7,2016,2,0,0,-4.7
25.28,18.83,68.06,28.17,17.2,0,6.2,73.1,7,2016,2,0,0,-0.75
24.39,18.78,71.49,28.11,22.9,0,5.7,83.3,8,2016,2,0,0,-1.68
25.39,19.06,68.13,26.44,17.4,0,6.2,69.7,8,2016,2,0,0,-0.68
23.72,17.61,69.26,24.71,23,0,6.2,57.5,8,2016,2,0,0,-2.35
26.56,16.94,55.52,28.56,23,0,6.2,60.2,8,2016,2,0,0,0.49
24,17.83,68.85,24.97,23,0,6.2,65.7,8,2016,2,0,0,-2.07
24.28,18.22,69.35,27.89,17.5,0,6.2,55.1,8,2016,2,0,0,-1.79
25.44,18.56,65.89,26.47,17.4,0,6.2,79.5,8,2016,2,0,0,-0.63
22.06,18.56,80.78,22.12,14,0,6.2,89.2,8,2016,2,0,0,-4.01
26.11,18.67,64.05,28.78,23,0,6.2,65.3,8,2016,2,0,0,0.04
25.78,18.44,64.9,29.78,23,0,6.2,61.2,8,2016,2,0,0,-0.29
27.28,18.17,57.58,28.83,20.6,0,6.2,55.5,8,2016,2,0,0,1.21
23.67,19.22,76.42,24.21,16.2,0,6.2,63.1,8,2016,2,0,0,-2.4
27.06,18.39,59.18,28.89,22.9,0,6.1,53.3,8,2016,2,0,0,0.99
25.83,18.89,66.17,29.22,17.2,0,6.2,61.9,8,2016,2,0,0,-0.24
25.17,19.06,69.69,28.83,14,0,6.2,59.9,8,2016,2,0,0,-0.9
28.22,18.94,57.17,30.22,14.9,0,6.2,59.9,8,2016,2,0,0,2.15
22.94,19.22,79.73,23.11,16.1,0,6.2,64.6,8,2016,2,0,0,-3.13
27.39,18.83,59.96,29.83,17.2,0,6.2,58.7,8,2016,2,0,0,1.32
26.33,18.5,63.13,29.78,16,0,6.2,56.2,8,2016,2,0,0,0.26
28.06,17.33,52.33,29.39,11.4,0,6.2,64.7,8,2016,2,0,0,1.99
23.78,18.89,74.53,24.46,13.7,0,6.2,69.8,8,2016,2,0,0,-2.29
26.72,19.89,67.06,30.22,14.9,0,6,61.6,8,2016,2,0,0,0.65
25.89,20,70.55,29.83,18.1,0,5.7,65.9,8,2016,2,0,0,-0.18
24.72,19.56,74.03,29.17,13.9,0,5,61.7,8,2016,2,0,0,-1.35
27.5,18.22,57.1,29.72,17,0.01,6.2,67.3,8,2016,2,0,0,1.43
22.67,19.06,80.38,22.75,16,0,6.2,69.8,8,2016,2,1,0,-3.4
27.39,18.56,59.01,30.22,14,0,6.2,58.7,8,2016,2,1,0,1.32
25.61,18.61,65.73,29.56,17.2,0,6.2,62.4,8,2016,2,0,0,-0.46
22.28,20.5,89.59,20.85,11.7,0.31,4.4,88.3,8,2016,2,0,0,-3.79
23.33,18.89,76.42,23.85,13.9,0,6.2,69.8,8,2016,2,0,0,-2.74
27.17,19.17,61.85,29.17,18.3,0.01,6.2,60,8,2016,2,0,0,1.1
26.28,18.78,64.21,30.22,13.9,0.01,6.2,62.9,8,2016,2,0,0,0.21
25.28,18.78,68.06,29.78,15.9,0,6.2,55,8,2016,2,0,0,-0.79
28.17,18.22,54.8,29.78,9.2,0,6.2,67.3,8,2016,2,0,0,2.1
23,18.72,76.82,23.48,14.9,0,6.2,33.1,8,2016,2,0,0,-3.07
27.78,17.33,53.65,29.94,13.8,0,6.2,58.3,8,2016,2,0,0,1.71
26.33,18.33,62.71,30.78,11.4,0,6.2,56.1,8,2016,2,0,0,0.26
29.5,18.39,51.32,30.78,4.8,0,6.2,64.8,8,2016,2,0,0,3.43
24.78,19.06,71.09,25.71,11.4,0,6.2,68.1,8,2016,2,0,0,-1.29
28.67,18.61,54.49,30.28,11.4,0,6.2,53.3,8,2016,2,0,0,2.6
26.44,18.94,64.23,30.22,11.4,0.03,6.2,60.9,8,2016,2,0,0,0.37
25.28,19.56,71.29,29.22,13.9,0,6.2,63.3,8,2016,2,0,0,-0.79
28.56,18.72,55.44,30.22,13.7,0,6.2,64.9,8,2016,2,0,0,2.49
23.06,19.33,79.67,23.24,13.7,0,6.2,83.3,8,2016,2,0,0,-3.01
26.33,19.17,64.86,29.17,9.2,0,5.7,78.9,8,2016,2,0,0,0.26
25.44,19.72,71.13,29.72,13.7,0,5.2,66.3,8,2016,2,0,0,-0.63
26.17,19.28,65.95,27.36,6.9,0,6.2,70.6,8,2016,2,0,0,0.1
23.06,19.22,79.17,23.3,9.3,0,6.2,89.2,8,2016,2,0,0,-3.01
26.61,19.39,64.76,29.17,11.5,0,6.2,64.4,8,2016,2,0,0,0.54
25.06,19,69.53,28.44,13.9,0,5.7,76,8,2016,2,0,0,-1.01
24.33,19.67,75.5,25.04,11.4,0,6,76.4,8,2016,2,0,0,-1.74
26.28,19.89,68.11,28.44,9.2,0.01,6.1,89.5,8,2016,2,0,0,0.21
23,19.94,82.99,22.78,9.2,0,4.3,94.2,8,2016,2,0,0,-3.07
26,20.44,71.72,28.44,9.2,0,4.6,92.8,8,2016,2,0,0,-0.07
24,19.72,77.41,24.53,11.3,0.01,5.2,91.8,8,2016,2,0,0,-2.07
24.17,20.06,77.83,24.72,3.5,0,6.1,89.5,8,2016,2,0,0,-1.9
22.28,20.28,88.59,21.03,11.5,0,5.6,94.2,9,2016,2,0,0,-3.95
25.78,19.78,69.65,28,13.6,0,6.1,82.3,9,2016,2,0,0,-0.45
24.78,19.28,72.09,28.17,13.9,0,5.8,78.6,9,2016,2,0,0,-1.45
24.72,18.72,70.05,29.17,13.8,0,6.2,66.1,9,2016,2,0,0,-1.51
26.83,19.44,63.97,28.5,11.3,0,6.2,70.3,9,2016,2,0,0,0.6
22.17,18.83,81.63,22.09,14,0,6.2,88.4,9,2016,2,0,0,-4.06
25.44,19.5,70.05,28.11,11.5,0.02,5.7,75.8,9,2016,2,0,0,-0.79
24.61,18.06,67.37,27.89,15,0,6.2,63.6,9,2016,2,1,0,-1.62
26.39,18.22,60.84,27.89,11.4,0,6.2,69.8,9,2016,2,1,0,0.16
22.94,18.17,74.95,23.62,10.4,0,6.2,64.9,9,2016,2,0,0,-3.29
25.67,18.22,64.07,27.67,13.7,0.02,5.6,77.1,9,2016,2,0,0,-0.56
25.61,16.83,59.32,28.22,11.5,0,6.2,56.9,9,2016,2,0,0,-0.62
24.39,16.94,64.45,28.22,9.2,0,6.2,64.4,9,2016,2,0,0,-1.84
27.72,16.28,49.76,28.5,7,0,6.2,62.4,9,2016,2,0,0,1.49
22.67,18.06,75.5,23.34,9.2,0,6.2,55,9,2016,2,0,0,-3.56
27.5,17.72,55.49,29.78,11.3,0,5.7,58.7,9,2016,2,0,0,1.27
26.89,19.28,63.95,30.67,11.3,0,6,57.4,9,2016,2,0,0,0.66
28.67,17.61,51.32,29.78,7,0,6.2,54.9,9,2016,2,0,0,2.44
23,18.06,73.86,23.77,11.4,0,6.2,89.2,9,2016,2,0,0,-3.23
26.17,17.44,58.73,27.67,11.4,0,6.2,79.5,9,2016,2,0,0,-0.06
24.33,17.89,67.66,25.32,11.5,0,6.1,88.1,9,2016,2,0,0,-1.9
25.22,19.17,69.87,27.89,11.5,0,5.6,66.3,9,2016,2,0,0,-1.01
26.5,18.22,60.59,27.89,11.3,0,6.2,70.6,9,2016,2,0,0,0.27
23,18.67,76.79,23.49,11.5,0,6.2,94,9,2016,2,0,0,-3.23
27.06,18.56,60.04,29.78,13.8,0,6.2,66.2,9,2016,2,0,0,0.83
25.44,18.83,67.77,29.17,18.1,0,5.7,68.3,9,2016,2,0,0,-0.79
26.22,19.94,69.05,28.22,6.1,0.04,5.6,74.9,9,2016,2,0,0,-0.01
23.5,19.06,76.39,24.03,16.2,0,6.2,68.3,9,2016,2,0,0,-2.73
26,19.11,65.87,28.17,17.1,0,5.6,90,9,2016,2,0,0,-0.23
25.28,18.94,68.22,28.17,17.1,0,6.2,85.7,9,2016,2,0,0,-0.95
24.72,17.61,65.46,28.78,14,0,6.2,56.6,9,2016,2,0,0,-1.51
28.39,16.39,48.15,29.39,15,0,6.2,59.9,9,2016,2,0,0,2.16
22.89,18.11,74.55,23.62,15,0,6.2,65.3,9,2016,2,0,0,-3.34
28.06,17.72,54.4,33.39,19.5,0,6.2,53.3,9,2016,2,0,0,1.83
24.94,17.11,62.51,28.44,17,0,6.2,67.7,9,2016,2,0,0,-1.29
26,16.33,55.28,26.76,9.1,0,6.2,89.2,9,2016,2,0,0,-0.23
23.33,19.28,78.66,23.64,15,0.01,6.2,82.4,9,2016,2,0,0,-2.9
25.72,18.06,62.95,27.61,11.5,0,6.2,73.5,9,2016,2,0,0,-0.51
25.61,18.39,65.13,28.94,17,0,6.2,76.6,9,2016,2,0,0,-0.62
23.61,18.61,74.03,24.32,19.7,0,5.7,82.9,9,2016,2,0,0,-2.62
24.06,18.72,72.31,24.87,13.8,0.03,5.3,89.2,9,2016,2,0,0,-2.17
20.56,19.83,95.57,17.27,14.2,0.13,4.3,89.3,9,2016,2,0,0,-5.67
24.22,19.17,73.89,24.98,16.2,0.01,5.8,79.8,9,2016,2,0,0,-2.01
24.33,18.94,72.62,28.17,13.9,0,5.7,77.8,9,2016,2,0,0,-1.9
26.28,19.17,65.07,28.17,9.3,0,4.3,69.8,9,2016,2,0,0,0.05
23.89,19.83,78.37,24.33,11.4,0,5.6,90.7,9,2016,2,0,0,-2.34
27.61,19.28,60.42,29.56,11.4,0,6.2,60.4,9,2016,2,0,0,1.38
26.56,19.39,65.23,30.22,14.8,0,6.2,64.9,9,2016,2,0,0,0.33
25.11,20.5,76.07,28.56,7,0,5,85.9,9,2016,2,0,0,-1.12
28.28,19.94,60.56,31.78,7,0,6.2,64.9,9,2016,2,0,0,2.05
22.67,20.06,85.33,22.06,7,0,4.9,94.2,9,2016,2,0,0,-3.56
26.39,19.83,67.59,29.61,10.1,0,5.7,77.5,9,2016,2,0,0,0.16
26,19.11,66.8,29.94,11.4,0,5.4,61.3,9,2016,2,0,0,-0.23
28.5,17.22,50.49,29.44,9.1,0,5.6,43.6,9,2016,2,0,0,2.27
23.06,17.94,73.73,23.84,8.2,0,5.2,70.8,10,2016,1,0,0,-3.53
27.11,17.33,55.18,28.44,11.4,0,6.2,52.5,10,2016,1,0,0,0.52
26.22,16.94,58.45,29.5,9.1,0,5.4,43.8,10,2016,1,0,0,-0.37
26.67,18.33,61.2,29.78,6.9,0,4.9,47.6,10,2016,1,0,0,0.08
30.5,16.17,42.16,31.44,6.8,0,5.3,26.2,10,2016,1,0,0,3.91
23.56,17.94,71.19,24.46,9.1,0,4.3,43.4,10,2016,1,0,0,-3.03
28.44,16.94,50.04,29.94,11.2,0,6.2,49.2,10,2016,1,0,0,1.85
26.94,16.83,55.11,29.94,11.3,0,5.7,54.4,10,2016,1,0,0,0.35
29.5,14.67,40.56,29.33,8,0,6.2,50,10,2016,1,0,0,2.91
25.78,15.94,55.29,28.11,7,0,6.2,35.6,10,2016,1,0,0,-0.81
29.67,14.83,40.56,30.39,11.2,0,6.2,36.1,10,2016,1,0,0,3.08
27.22,15.44,49.07,29.06,11.3,0,5.6,53.4,10,2016,1,0,0,0.63
26.06,17.39,60.13,29.94,11.5,0,5.4,39.4,10,2016,1,0,0,-0.53
29.61,15.78,43.34,29.83,11.4,0,6.2,67.3,10,2016,1,0,0,3.02
22.5,17.33,73.24,23.46,9.3,0,4.3,57.9,10,2016,1,0,0,-4.09
28.39,17.39,51.47,30.33,13.8,0,6.2,47.4,10,2016,1,0,0,1.8
26.28,18,60.93,28.89,14.9,0,6.2,66,10,2016,1,0,0,-0.31
27.5,17.61,54.88,28.56,11.2,0,4.3,84.1,10,2016,1,0,0,0.91
25.22,18.56,66.6,28.06,9.1,0,6.2,65.7,10,2016,1,1,0,-1.37
28.78,18.61,54.44,31.06,7,0,5.5,58.3,10,2016,1,1,0,2.19
26.33,19.89,68.29,29.61,5.7,0,5.8,70.8,10,2016,1,0,0,-0.26
24.5,18.22,68.96,27.89,4.7,0,4.9,89.8,10,2016,1,0,0,-2.09
26.94,17.83,57.58,28.17,4.5,0,6.2,77.6,10,2016,1,0,0,0.35
24.89,19,69.97,25.85,6.9,0,4.9,20.1,10,2016,1,0,0,-1.7
28.39,15.28,45.24,29.11,11.3,0,5.9,52,10,2016,1,0,0,1.8
27.22,13.67,43.73,29.11,9,0,6,38.1,10,2016,1,0,0,0.63
28.5,12.06,36.14,28.17,4.7,0,6.2,18.2,10,2016,1,0,0,1.91
26.22,14.89,50.49,27.72,4.7,0,5.3,22.1,10,2016,1,0,0,-0.37
29.28,11.78,34.05,29,7,0,5.3,44.5,10,2016,1,0,0,2.69
27.72,13.89,43.18,29.83,7.9,0,6.2,44.7,10,2016,1,0,0,1.13
27.11,13.89,45,29.11,9.1,0,5.8,30.8,10,2016,1,0,0,0.52
29.33,12.83,36.34,29.61,4.6,0,6.2,52,10,2016,1,0,0,2.74
25.11,15.17,54.37,27.22,0.1,0,4.9,29.8,10,2016,1,0,0,-1.48
29.22,13,36.93,29.61,23,0,6,29.3,10,2016,1,0,0,2.63
28.06,13.94,42.49,29.33,6.9,0,4.8,35.7,10,2016,1,0,0,1.47
28.5,12.56,37.28,28.39,4.7,0,6.2,54.9,10,2016,1,0,0,1.91
26.39,15.5,52.54,28.11,5.8,0,4.2,23.8,10,2016,1,0,0,-0.2
29.39,10.89,31.85,29,5.9,0,5.4,39.9,10,2016,1,0,0,2.8
27.56,12.72,42.18,28.78,6.9,0,5.3,44.5,10,2016,1,0,0,0.97
25.78,12.72,45.32,27.44,6.9,0,5.2,18.8,10,2016,1,0,0,-0.81
27.61,11.39,36.48,27.44,5.8,0,6.2,54.5,10,2016,1,0,0,1.02
24.5,12.67,48.06,25.6,5.8,0,3.1,15,10,2016,1,0,0,-2.09
28.61,11.39,34.45,29.06,9,0,5.6,35.7,10,2016,1,0,0,2.02
27.61,13.33,42.49,29.11,5.8,0,4.4,40.7,10,2016,1,0,0,1.02
28,12.28,37.86,27.61,3.4,0,5.6,55,10,2016,1,0,0,1.41
25.67,14.67,51.58,27.61,5.8,0,5,31.9,10,2016,1,0,0,-0.92
28.94,12.11,35.42,28.94,6.9,0,5.4,36.3,10,2016,1,0,0,2.35
27.72,12.67,40.24,29.11,9,0,5.4,31,10,2016,1,0,0,1.13
26.83,10.72,36.93,28.72,6.9,0,5.8,35,10,2016,1,0,0,0.24
30.11,10.28,29.23,29.56,5.8,0,6.2,36,10,2016,1,0,0,3.52
25.61,10.78,39.69,26.56,0.1,0,3.7,28,10,2016,1,0,0,-0.98
29.94,10.11,29.29,29.56,6.9,0,6.2,48,10,2016,1,0,0,3.35
27.61,16.56,52.6,29.72,9.1,0,5.7,49.9,10,2016,1,1,0,1.02
28.5,16.28,47.56,29.06,5.7,0,6.2,55,10,2016,1,1,0,1.91
24.44,18.39,69.45,25.37,9.1,0,3.8,64.7,10,2016,1,0,0,-2.15
28.67,16.89,49.06,30.33,7,0,6.2,51.7,10,2016,1,0,0,2.08
26.89,17.67,57.51,30.72,11.2,0.04,5.4,61.9,11,2016,1,1,0,1.64
25.61,17.28,60.34,28.44,11.3,0,4.5,46.9,11,2016,1,0,0,0.36
27.61,17.56,54.51,29.17,5.9,0,6.2,62.4,11,2016,1,0,0,2.36
24,18.67,72.63,24.8,9.3,0,4.9,38.6,11,2016,1,0,0,-1.25
28.94,15.94,45.53,29.94,11.4,0,6,41.7,11,2016,1,0,0,3.69
28,14.72,45.85,29.39,9.2,0,5,38.8,11,2016,1,0,0,2.75
28.94,12.17,35.57,28.56,7.5,0,5,44.9,11,2016,1,0,0,3.69
26.11,12.89,44.45,27.28,9.2,0,5.3,14.9,11,2016,1,0,0,0.86
29.56,11.39,32.7,29.11,11.4,0,6.2,34,11,2016,1,0,0,4.31
27.72,11.5,37.07,29.06,8,0,6,20.5,11,2016,1,0,0,2.47
26.56,12.94,43.65,28.11,8,0,5.5,33.1,11,2016,1,0,0,1.31
28.56,10.56,32.67,28.78,5.8,0,6.2,48.9,11,2016,1,0,0,3.31
23.17,13.39,54.47,25.03,7,0,5,15,11,2016,1,0,0,-2.08
27.89,10.17,33.56,28.5,9,0,5.3,20.9,11,2016,1,0,0,2.64
25.11,11.22,43.8,27.06,9.1,0,5.4,29.1,11,2016,1,0,0,-0.14
27.17,8.33,30.59,27.06,5.8,0,6.2,33.7,11,2016,1,0,0,1.92
23.83,10.83,45.06,25.32,6.9,0,5,14.9,11,2016,1,0,0,-1.42
27.5,8.72,30.67,27.11,6.8,0,6,7.5,11,2016,1,0,0,2.25
25.89,11,40.27,27.89,6.4,0,5.3,14.9,11,2016,1,0,0,0.64
26.06,15.5,53.14,28.78,6.9,0,4.4,22,11,2016,1,0,0,0.81
28.94,14.33,41.09,29.33,6.9,0,5.6,53.6,11,2016,1,0,0,3.69
23,15.44,62.52,24.62,5.8,0,4.9,69.9,11,2016,1,0,0,-2.25
28.22,16.17,48.18,29.94,9.2,0,5.4,52.5,11,2016,1,0,0,2.97
26.22,17.89,61.03,30.11,23,0,5.2,61.1,11,2016,1,0,0,0.97
27.67,17.5,54.36,29.39,5.9,0,6.2,50.1,11,2016,1,0,0,2.42
25.33,17.39,62.07,28.06,9.1,0,6.2,40.5,11,2016,1,0,0,0.08
28.33,15.44,45.68,29.67,11.3,0,6.2,53.3,11,2016,1,0,0,3.08
27.44,16.06,51.3,29.94,11.4,0,6.2,51.6,11,2016,1,1,0,2.19
25.39,17.33,62.16,28.28,13.7,0,3.7,59.9,11,2016,1,1,0,0.14
28.5,15.33,44.72,29.06,11.4,0,5.9,55,11,2016,1,1,0,3.25
22.61,16.56,69.09,23.95,9.1,0,2.5,58.2,11,2016,1,1,0,-2.64
27.28,13.44,42.91,28.22,11.3,0,4.7,38.6,11,2016,1,1,0,2.03
25.83,12.06,44.44,27.33,11.3,0,5.1,34.5,11,2016,1,0,0,0.58
27,9.83,34.06,27.17,10.1,0,6.2,40,11,2016,1,0,0,1.75
23.28,16.22,65.79,24.59,6.9,0,4.2,33.5,11,2016,1,0,0,-1.97
28.61,12.22,36.67,28.83,9,0,5.6,31.5,11,2016,1,0,0,3.36
26.17,7.56,32.45,27.72,12.6,0,5.9,52.6,11,2016,1,0,0,0.92
26.22,5.56,28.35,28.17,7.1,0,6,12.5,11,2016,1,0,0,0.97
